place,Lat,Long,OverallAverage,September,October,November,December,January,February,March,April
11842,28.55749579,77.18056361,51.30833333,43.33333333,26,80.33333333,119.8,74.2,29.8,30,7
11843,28.55349579,77.18056361,61.88651275,38.24324324,71,80.72727273,91.28571429,79.375,51.26666667,,21.30769231
11844,28.54949579,77.18056361,20,20,,,,,,,
11850,28.52549579,77.18056361,74,74,,,,,,,
11851,28.52149579,77.18056361,93.19917004,46.92,182,126.5357143,91.775,106.625,122.5471698,38.85714286,30.33333333
11854,28.50949579,77.18056361,100.4687509,52.45454545,179.5757576,102.875,92.5,134.2,137.6666667,62.43548387,42.04255319
11904,28.78749579,77.18402771,47,47,,,,,,,
11907,28.77549579,77.18402771,51,51,,,,,,,
11914,28.74749579,77.18402771,50,50,,,,,,,
11917,28.73549579,77.18402771,57,57,,,,,,,
11918,28.73149579,77.18402771,80.20697664,39.66666667,59,186.75,101.794702,100.3333333,50,59.66666667,44.44444444
11922,28.71549579,77.18402771,85,,,,,,,85,
11924,28.70749579,77.18402771,144.5222807,106.2015504,132.3103448,243,156.3333333,176.75,209.7741935,66.75,65.05882353
11925,28.70349579,77.18402771,64.5,,,,,,,90,39
11933,28.67149579,77.18402771,66,,,,,121,,55,22
11934,28.66749579,77.18402771,75.08333333,,,,,94,79,,52.25
11935,28.66349579,77.18402771,97.91587302,44,,128.5,150.4285714,129.6666667,109.5,,25.4
11936,28.65949579,77.18402771,96.17,,,171,122.75,118,41.5,,27.6
11940,28.64349579,77.18402771,81.09375,35,143.5,123.25,185,51,51,41,19
11942,28.63549579,77.18402771,252,,,,252,,,,
11944,28.62749579,77.18402771,36.38636364,33.5,40.5,,,46.54545455,,,25
11945,28.62349579,77.18402771,35,,35,,,,,,
11950,28.60349579,77.18402771,63.1307626,45.20168067,67.64102564,91.78145695,98.41121495,87,69.97435897,35.4,9.636363636
11951,28.59949579,77.18402771,85.53095238,38,83.78571429,166,94,106,25.4,,
11954,28.58749579,77.18402771,52.66666667,52.66666667,,,,,,,
11955,28.58349579,77.18402771,46.5,46.5,,,,,,,
11958,28.57149579,77.18402771,66.0521601,39.66666667,66.52941176,117.5454545,78.8125,107.2222222,62,29.30769231,27.33333333
11959,28.56749579,77.18402771,61.92182817,44.69230769,67.16666667,120.1714286,87.46153846,88.95238095,49.73333333,27.83333333,9.363636364
11960,28.56349579,77.18402771,43.52546604,34.21052632,58.63888889,68.46875,71.42105263,57.97435897,35.76666667,18.51515152,3.208333333
11961,28.55949579,77.18402771,74.96647728,53.16666667,111.1818182,97.2,106.25,118.8,67,33.8,12.33333333
11962,28.55549579,77.18402771,62.26636379,42.84615385,73.8125,96.58333333,97.22222222,80.09090909,64.25,25.94117647,17.38461538
11963,28.55149579,77.18402771,65.11362173,31.81481481,70.88888889,91.2173913,115.7333333,122.4545455,68.8,4,16
11969,28.52749579,77.18402771,78.231729,74.07692308,117.8571429,104.8,96.5,55,96.28571429,51.89655172,29.4375
11970,28.52349579,77.18402771,75.8535032,49.81333333,98.5483871,80.70909091,99.775,118.5785714,73.94701987,50.96449704,34.49212598
11971,28.51949579,77.18402771,73.22686751,40.89152542,98.18128655,95.74742268,96.03284672,106.7943038,70.97147651,44.19607843,33
11973,28.51149579,77.18402771,69.52212543,50.31578947,86.36363636,80.76,61.2,89,94.8,54.60714286,39.13043478
12038,28.73349579,77.18749181,106,,,,106,,,,
12039,28.72949579,77.18749181,96.9048913,50.5,55.5,271.3333333,183.7391304,94.66666667,50.5,41.6,27.4
12040,28.72549579,77.18749181,47,47,,,,,,,
12045,28.70549579,77.18749181,86.8420168,24.66666667,65.5,,211.2941176,138.5,120.3333333,26,21.6
12056,28.66149579,77.18749181,92.32601845,,,127.2258065,120.8571429,143.25,36.44,,33.85714286
12060,28.64549579,77.18749181,111.5843844,60.2972973,152.4444444,175.9333333,232,177.5,53.5,26,15
12063,28.63349579,77.18749181,84.54920635,60,67.42857143,62,195.2,66,56.66666667,,
12064,28.62949579,77.18749181,95.8,45,49,146,156,83,,,
12069,28.60949579,77.18749181,48,48,48,,,,,,
12070,28.60549579,77.18749181,71.42932676,48.3006135,66.27916667,88.86363636,135.2369668,88.65,84.16923077,53.56,6.375
12072,28.59749579,77.18749181,76.47222222,23,98,128,96,69.5,44.33333333,,
12073,28.59349579,77.18749181,34,34,,,,,,,
12074,28.58949579,77.18749181,85.83333334,48.66666667,,123,,,,,
12078,28.57349579,77.18749181,138,,,,,,138,,
12079,28.56949579,77.18749181,62.73982562,47.55769231,76.18571429,106.65,86.5890411,86.31428571,50.85714286,29.18333333,18.58139535
12080,28.56549579,77.18749181,65.71226496,36.44736842,75.38235294,140.375,106.3636364,79.93333333,55.57142857,20.125,11.5
12081,28.56149579,77.18749181,60.01760239,48.43243243,85.24,95.80769231,88.1627907,74.77419355,50.44827586,22.96774194,14.30769231
12082,28.55749579,77.18749181,68.6357926,55.25,89.82142857,123.1875,106.6333333,82,54.8125,25.75,11.63157895
12084,28.54949579,77.18749181,66.07715644,36.78947368,69.5,92.8,125,111.6666667,63.11111111,5,24.75
12090,28.52549579,77.18749181,79.27184936,62.15789474,106,106.5714286,96.66666667,89.33529412,89.66666667,51.41176471,32.36507937
12091,28.52149579,77.18749181,61.47542735,53,85,65.5,,,66,59.76923077,39.58333333
12092,28.51749579,77.18749181,59.96172906,45.76470588,,76.72727273,,,78,63.9,35.41666667
12093,28.51349579,77.18749181,65.29019953,42.33333333,80.6,84.3125,62,86.25,92.44444444,37.14876033,37.23255814
12158,28.73149579,77.19095591,90.62752477,48,,167.8181818,193.9655172,93,44.66666667,56.69230769,30.25
12160,28.72349579,77.19095591,49,49,,,,,,,
12165,28.70349579,77.19095591,91.5407242,17,70.4,101.2857143,203.7222222,168.4285714,113.7142857,35.4,22.375
12175,28.66349579,77.19095591,37,,,,,,,,37
12176,28.65949579,77.19095591,91.10508242,32.66666667,,193.425,133.8125,156.875,55.92307692,41.2,23.83333333
12180,28.64349579,77.19095591,99.0397243,66.75,178,214.8947368,,146.8,65,10.5,11.33333333
12182,28.63549579,77.19095591,50.6,36,36,,107,,12,62,
12183,28.63149579,77.19095591,98.29444445,50.9,62,98.2,147,102,129.6666667,,
12184,28.62749579,77.19095591,119.7,27,112,204.5,,68,187,,
12186,28.61949579,77.19095591,99.21996098,42.38,88.98507463,98.84444444,283.1682243,139.7777778,90.6875,42.25,7.666666667
12187,28.61549579,77.19095591,65.79571353,42.68656716,59.54545455,83.80952381,92.97368421,93.36363636,87.73684211,41.25,25
12188,28.61149579,77.19095591,68.93583164,40.25468165,64.75135135,81.52307692,95.93258427,133.0857143,83.03448276,43.85714286,9.047619048
12189,28.60749579,77.19095591,77.3399092,42.05970149,78.64935065,87.95652174,98.36206897,147.7567568,103.4705882,39.75,20.71428571
12190,28.60349579,77.19095591,66.36257764,38,82.125,57,104,65.91304348,42.5,75,
12191,28.59949579,77.19095591,83.72916668,47.75,103.1666667,148,,,36,,
12192,28.59549579,77.19095591,63.9,46.5,93,,99,33,48,,
12198,28.57149579,77.19095591,53.55094697,48.66666667,66.09090909,94,77.7,60.75,45,25.8,10.4
12199,28.56749579,77.19095591,66.95790563,55.27631579,88.63636364,115.3277311,94.50420168,80.7721519,52.24193548,32.25,16.65454545
12200,28.56349579,77.19095591,66.75,22,94,110,88.5,,78,,8
12204,28.54749579,77.19095591,43.05213465,38.11494253,55.5,41,40,71,44.25,,11.5
12209,28.52749579,77.19095591,86.55917546,55.02941176,123,95.10526316,119.375,116.5833333,82.41666667,56.42372881,44.54
12210,28.52349579,77.19095591,69.38686921,52.94230769,81,89.08,77,69.33333333,82.55,57.93103448,45.25827815
12211,28.51949579,77.19095591,88.13724149,59.64,121.4285714,99.76923077,81,131.9130435,109.1,60.97435897,41.27272727
12279,28.72949579,77.19442002,75.39091797,52.5,,104.5689655,137.5,119.2222222,46.6,44.91666667,22.42857143
12286,28.70149579,77.19442002,99.70557973,16,96.5,,224.46875,168.2,132,35.47619048,25.29411765
12294,28.66949579,77.19442002,114,,,,,114,,,
12295,28.66549579,77.19442002,36,,,,,,,,36
12297,28.65749579,77.19442002,97.99636752,58.6,,116.3333333,159.25,169,64.33333333,,20.46153846
12300,28.64549579,77.19442002,30.775,42.6,,,,,27,40,13.5
12301,28.64149579,77.19442002,67.5,43,,,,,92,,
12302,28.63749579,77.19442002,38,38,,,,,,,
12304,28.62949579,77.19442002,111,,,,111,,,,
12305,28.62549579,77.19442002,73.55263158,,64.5,64,,85.5,,80.21052632,
12306,28.62149579,77.19442002,68.37741827,36.1589404,67.65753425,96.26415094,99.57575758,117.1,78.96296296,40.3,11
12309,28.60949579,77.19442002,50.5,,,50.5,,,,,
12310,28.60549579,77.19442002,53,53,,,,,,,
12311,28.60149579,77.19442002,64.6462585,44.83333333,92.85714286,143.3333333,103,30.5,34,,4
12312,28.59749579,77.19442002,106,,,,,106,,,
12319,28.56949579,77.19442002,58.73813843,47.35616438,75.65957447,93.09302326,83.24271845,84.42647059,49.94642857,24.2295082,11.95121951
12325,28.54549579,77.19442002,66.53674083,42.76470588,96.75,87.14285714,108.6363636,114.6666667,52,4,26.33333333
12331,28.52149579,77.19442002,31,,,,,,,,31
12399,28.72749579,77.19788412,111.4427984,62.5,174.5,288.6633166,140.462963,77.38624339,64.85294118,38.6,44.57692308
12405,28.70349579,77.19788412,59,,,,109,,,34,34
12406,28.69949579,77.19788412,87.35714285,42,,,226.1428571,116,95,28.5,16.5
12414,28.66749579,77.19788412,110.3333333,,,,,110.3333333,,,
12415,28.66349579,77.19788412,34,,,,,,,,34
12417,28.65549579,77.19788412,81.66608182,47,,110,141.8571429,136.9230769,71.5,40.5,23.88235294
12419,28.64749579,77.19788412,44.78047619,38.78571429,81.5,,,,58.2,25.75,19.66666667
12420,28.64349579,77.19788412,45.35492064,51.6,,66,,,42.28571429,30,36.88888889
12423,28.63149579,77.19788412,50,50,,,,,,,
12424,28.62749579,77.19788412,111.5,62,63,196.5,166,70,,,
12425,28.62349579,77.19788412,71.88135323,47.07207207,71.15652174,95.46236559,96.66129032,85.43055556,97.425,60.94736842,20.89565217
12426,28.61949579,77.19788412,70.46269841,48.3,69.14285714,92,90.33333333,98,,,25
12428,28.61149579,77.19788412,69.96956522,55,94.5,83,102,,15.34782609,,
12429,28.60749579,77.19788412,54.98701299,51.90909091,65,69,106,39.5,48.5,,5
12430,28.60349579,77.19788412,63.49234694,52.71428571,90.07142857,110.375,106,32,47.28571429,,6
12432,28.59549579,77.19788412,104.5,,,108,101,,,,
12438,28.57149579,77.19788412,70.35024043,44.26415094,77.42424242,120.12,92.79710145,83.15555556,112.9714286,23.77777778,8.291666667
12439,28.56749579,77.19788412,77.25,50,137,31,91,,,,
12444,28.54749579,77.19788412,67.12612045,37.64705882,92,93.66666667,92.8,112.6666667,73.8,5,29.42857143
12445,28.54349579,77.19788412,69.5,35,,86,143,,,,14
12450,28.52349579,77.19788412,193,,193,,,,,,
12519,28.72949579,77.20134822,77.28333333,71.33333333,54,135.3333333,121,79,101,24,32.6
12520,28.72549579,77.20134822,124.7857143,20,363,221.5,153,,33,47,36
12526,28.70149579,77.20134822,98.71078432,20.5,104,,228.7647059,179,,40.33333333,19.66666667
12535,28.66549579,77.20134822,109.8333333,,,,,109.8333333,,,
12537,28.65749579,77.20134822,76.25,,85,,54,77.5,177,45,19
12538,28.65349579,77.20134822,70.14444868,34.33333333,,84,136.8823529,126.375,36.875,42,30.54545455
12539,28.64949579,77.20134822,59.39325142,42,102.3333333,94,,,74.44444444,34.8125,8.769230769
12540,28.64549579,77.20134822,93.27380952,49.66666667,107,163,,139,88.25,92,14
12541,28.64149579,77.20134822,78.375,31.5,27,109,,146,,,
12542,28.63749579,77.20134822,47.11111111,50.33333333,,74.5,,,,,16.5
12545,28.62549579,77.20134822,68.24403762,52.92,69.42857143,92.77272727,109.3461538,84.66666667,80.5,44.81818182,11.5
12546,28.62149579,77.20134822,72.25359864,60.776,96.22429907,111.6388889,105.037037,84,65.43589744,39,15.91666667
12547,28.61749579,77.20134822,59.34249439,45.92307692,76.85714286,83.56818182,69.11538462,71.23076923,76.2295082,32.23255814,19.58333333
12549,28.60949579,77.20134822,65.63405483,41.33333333,89.72727273,155.3333333,95.6,40,33.44444444,,4
12550,28.60549579,77.20134822,41,34,43,46,,,,,
12552,28.59749579,77.20134822,106.5,,,106,,107,,,
12559,28.56949579,77.20134822,63.62167105,46.62827225,72.27325581,101.177305,83.71698113,120.6491228,47.07843137,23.2,14.25
12565,28.54549579,77.20134822,81.77457357,35.84210526,100.4615385,98.54545455,117,147.6666667,64,,8.90625
12571,28.52149579,77.20134822,188,,188,,,,,,
12637,28.73549579,77.20481232,20,,,,,,,20,
12639,28.72749579,77.20481232,107.1869318,46.5,151.75,193.5454545,223,88,64.2,57.75,32.75
12640,28.72349579,77.20481232,68,,,,,,68,,
12646,28.69949579,77.20481232,93.56838629,34.2,97.27272727,,194.4578313,158.6923077,116.625,34.84848485,18.88235294
12655,28.66349579,77.20481232,70.71428572,34.33333333,,114,,140.5,72.28571429,41.5,21.66666667
12656,28.65949579,77.20481232,101.7445055,44.66666667,,157,292.4615385,109.5,39.25,47,22.33333333
12657,28.65549579,77.20481232,90.08208617,38.8,,102,222.5,142.8888889,58.28571429,43,23.1
12658,28.65149579,77.20481232,86.55068227,36,,,194.7777778,128.5263158,99.4,43,17.6
12659,28.64749579,77.20481232,81.46432402,54.19354839,92.08333333,123.3636364,187.75,52,67.58333333,35.74074074,39
12660,28.64349579,77.20481232,88.27408009,43.45454545,125.3333333,139.5714286,184,85,51.75,44.75,32.33333333
12661,28.63949579,77.20481232,53.97777777,35.6,,109.3333333,,,,,17
12662,28.63549579,77.20481232,69.375,60,,78.75,,,,,
12663,28.63149579,77.20481232,79,,,79,,,,,
12664,28.62749579,77.20481232,92.81753268,45.52,78.76470588,148.1428571,147.9,148.5555556,97.65714286,65,11
12665,28.62349579,77.20481232,76.89558688,53.2,88.71428571,119.5428571,117.2115385,88.74,90.42268041,45.83333333,11.5
12666,28.61949579,77.20481232,98.39508089,54.53449782,80.03825137,157.68357,161.9964912,175.981982,99.64298725,46.0923913,11.19047619
12667,28.61549579,77.20481232,100.6123715,39.7972973,79.76785714,121.966443,140.5240642,140.0588235,114.9846154,67.1875,
12669,28.60749579,77.20481232,77.77460318,37.42857143,88.77777778,114.3333333,110.6666667,,37.66666667,,
12672,28.59549579,77.20481232,79.41666667,38.25,,,96,104,,,
12678,28.57149579,77.20481232,56.09593659,45.42105263,66.95959596,90.60674157,85.55,73.13888889,51.4939759,23.19298246,12.40425532
12679,28.56749579,77.20481232,49.92294918,48.28571429,57.3,92.70588235,94.28571429,,25.75,12.8,18.33333333
12681,28.55949579,77.20481232,88,,,88,,,,,
